congress,rollnumber,chamber,bill_no,type,reverse_vote,aid_type,bill_name,link_1,link_2,Column,Column2,Column3
85,190,Senate,HR12181,econ,Y,,HR. 12181. MUTUAL SECURITY ACT OF 1958. AMENDMENT TO REQUIRE THAT MOST OF CUT IN COMBINED MILITARY ASSISTANCE AND DEFENSE SUPPORT AUTHORIZATION BE TAKEN FROM MILITARY ASSISTANCE. AGREED TO. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850190,,,,
85,191,Senate,HR12181,econ,N,,HR. 12181. MUTUAL SECURITY ACT OF 1958. PASSED. YEA SUPPORTS PRESIDENT'S POSITION. (SEE CQ 195.),https://voteview.com/rollcall/RS0850191,,,,
85,241,Senate,HR12591,econ,N,,HR. 12591. TRADE AGREEMENTS EXTENSION ACT OF 1958. AMENDMENT TO DELETE PROVISION THAT PRESIDENTIAL VETO OF TARIFF COMMISSION ESCAPE-CLAUSE FINDINGS SHALL BE INEFFECTIVE UNLESS APPROVED WITHIN 90 DAYS BY MAJORITY OF CONGRESS. ACCEPTED. YEA SUPPORTS PRESIDENT'S POSTION.,https://voteview.com/rollcall/RS0850241,,,,
85,242,Senate,HR12591,econ,Y,,HR. 12591. TRADE AGREEMENTS EXTENSION ACT OF 1958. AMENDMENT TO PROVIDE THAT CONGRESS MAY OVERRIDE PRESIDENTIAL DISAPPROVAL OF TARIFF COMMISSION RECOMMENDATION WITHIN 60 DAYS BY A MAJORITY VOTE OF EACH CHAMBER. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850242,,,,
85,244,Senate,HR12591,econ,N,,HR. 12591. TRADE AGREEMENTS EXTENSION ACT OF 1958. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850244,,,,
85,246,Senate,SRE264,econ,N,,S.RES. 264. PROPOSED INTERNATIONAL DEVELOPMENT ASSOCIATION. ADOPTED.,https://voteview.com/rollcall/RS0850246,,,,
85,259,Senate,HR13015,mil,N,,HR. 13015. AUTHORIZE MILITARY CONSTRUCTION FUNDS FOR FISCAL 1959. PASSED.,https://voteview.com/rollcall/RS0850259,,,,
85,261,Senate,HR12738,mil,N,,HR. 12738. DEPARTMENT OF DEFENSE APPROPRIATION BILL FOR FISCAL 1959. PASSED.,https://voteview.com/rollcall/RS0850261,,,,
85,302,Senate,HR13192,econ,Y,,HR. 13192. MUTUAL SECURITY APPROPRIATIONS FOR FISCAL 1959. AMENDMENT TO REDUCE MILITARY ASSISTANCE FUNDS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850302,,,,
85,303,Senate,HR13192,econ,Y,,HR. 13192. MUTUAL SECURITY APPROPRIATIONS FOR FISCAL 1959. AMENDMENT TO REDUCE DEFENSE SUPPORT FUNDS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850303,,,,
86,42,House,HR7500,econ,N,,HR 7500. MUTUAL SECURITY ACT OF 1959. AUTHORIZATION OF FUNDS. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0860042,,,,
86,56,House,HR8385,econ,N,,HR 8385. MUTUAL SECURITY AND RELATED AGENCIES APPROPRIATIONS BILL FOR FISCAL 1960. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0860056,,,,
86,94,House,HRE467,mil,N,,"H. RES. 467. AN OPEN RULE FOR DEBATE ON HR 1077, MILITARY CONSTRUCTION AUTHORIZATIONS.",https://voteview.com/rollcall/RH0860094,,,,
86,107,House,HR11510,econ,N,,HR 11510. MUTUAL SECURITY ACT OF 1960. AUTHORIZE APPROPRIATIONS OF $1318400000 FOR CERTAIN NONMILITARY ASSISTANCE PORTIONS OF THE MUTUAL SECURITY PROGRAM.,https://voteview.com/rollcall/RH0860107,,,,
86,124,House,HR11998,mil,N,,"HR 11998. APPROPRIATE $3933 7,867,000 FOR DEPT. OF DEFENSE IN FISCAL 1961.",https://voteview.com/rollcall/RH0860124,,,,
86,149,House,HR12619,econ,N,,HR 12619. PASSAGE.,https://voteview.com/rollcall/RH0860149,,,,
86,180,House,HR13161,econ,N,,"HR 13161. TABER MOTION TO AGREE TO SENATE AMEND., REPORTED IN DISAGREEMENT BY CONFERENCE COMMITTEE, ADDING $26 MILLION FOR MUTUAL SECURITY PROGRAM SPECIAL ASSISTANCE FUNDS.",https://voteview.com/rollcall/RH0860180,,,,
86,19,Senate,HR2260,mil,Y,,HR. 2260. AMEND TO LIMIT DRAFT EXTENSION TO 2 YEARS.,https://voteview.com/rollcall/RS0860019,,,,
86,84,Senate,S1094,gov,N,,IMF & World Bank S. 1094. PASSAGE.,https://voteview.com/rollcall/RS0860024,,,,
86,62,Senate,SJRE41,gov,N,,S.J.RES. 41. INTERNATIONAL HEALTH AND MEDICAL RESEARCH ACT.,https://voteview.com/rollcall/RS0860062,,,,
86,88,Senate,HR7343,gov,N,,"HR. 7343. APPROPRIATE $645,668,200 FOR THE DEPTS. OF STATE & JUSTICE AND THE JUDICIARY. JAVITS AMEND. TO INCREASE BY $500,000 PAYMENTS TO THE USIA MEDIA GUARANTY FUND",https://voteview.com/rollcall/RS0860088,,,,
86,89,Senate,HR7343,gov,N,,HR. 7343. PASSAGE,https://voteview.com/rollcall/RS0860089,,,,
86,104,Senate,HR5674,mil,N,,"HR. 5674. AUTHORIZE $1,211,480,000 FOR MILITARY CONSTRUCTION. PASSAGE.",https://voteview.com/rollcall/RS0860104,,,,
86,106,Senate,S1451,econ,Y,,S. 1451. JOHNSTON (S.C.) AMEND. TO PROHIBIT AID TO ANY COUNTRY THAT EXPROPRIATES U.S. - OWNED PROPERTY W/OUT ADEQUATE COMPENSATION.,https://voteview.com/rollcall/RS0860106,,,,
86,107,Senate,S1451,econ,Y,,S9 1451. ELLENDER AMEND. TO AUTHORIZE APPROPRIATION OF $700 MILLION FOR THE DEVELOPMENT LOAN FUND.,https://voteview.com/rollcall/RS0860107,,,,
86,108,Senate,S1451,econ,Y,,"S. 1451. ELENDER AMEND. TO REDUCE MILITARY ASSISTANCE AUTHORIZATION FROM $1,600,000,000 TO $1,050,000,000.",https://voteview.com/rollcall/RS0860108,,,,
86,109,Senate,S1451,econ,Y,,S. 1451. ELLENDER AMENDMENT TO REDUCE MILITARY ASSISTANCE AUTHORIZATION TO $1.3 BILLION,https://voteview.com/rollcall/RS0860109,,,,
86,110,Senate,S1451,econ,Y,,S. 1451. ELLENDER AMEND. TO REDUCE DEFENSE SUPPORT AUTHORIZATION FROM $835 MILLION TO $600 MILLION.,https://voteview.com/rollcall/RS0860110,,,,
86,112,Senate,S1451,econ,Y,,S. 1451. GRUENING AMEND. REQUIRING THAT DETAILED BUDGETS ON A COUNTRY-BY COUNTRY BASIS BE SUBMITTED TO THE CONGRESSIONAL COMMITTEES CONCERNED.,https://voteview.com/rollcall/RS0860112,,,,
86,113,Senate,S1451,econ,Y,,S. 1451. CHURCH AMEND. TO REDUCE DEFENSE SUPPORT AUTHORIZATION FROM $835 MILLION TO $751.5 MILLION.,https://voteview.com/rollcall/RS0860113,,,,
86,114,Senate,S1451,econ,Y,,"S. 1451. MORSE AMEND. TO REDUCE SPECIAL ASSISTANCE AUTHORIZATION FROM $244,620,00 TO $200 MILLION.",https://voteview.com/rollcall/RS0860114,,,,
86,115,Senate,S1451,econ,Y,,S. 1451. ELLENDER AMEND. TO REDUCE AUTHORIZATION FOR THE PRESIDENT'S CONTINGENCY FUND FROM $180 MILLION TO $150 MILLION.,https://voteview.com/rollcall/RS0860115,,,,
86,116,Senate,S1451,econ,Y,,S. 1451. BRIDGES-JOHNSTON AMEND. TO SUSPEND AID TO ANY COUNTRY DETERMINED TO BE EXPROPRIATING U.S.-OWNED PROPERTY WITHOUT ADEQUATE COMPENSATION.,https://voteview.com/rollcall/RS0860116,,,,
86,118,Senate,S1451,econ,N,,HR. 7500. SENATE-AMENDED VERSION OF HOUSE'S MUTUAL SECURITY ACT. PASSAGE.,https://voteview.com/rollcall/RS0860118,,,,
86,122,Senate,HR7454,mil,N,,HR. 7454. DEPT. OF DEFENSE APPROPRIATION BILL: SYMINGTON AMEND TO INCREASE ARMY PROCUREMENT FUNDS & DESIGNATE $453 MILLION OF THE TOTAL FOR MODERNIZING ARMY COMBAT EQUIPMENT.,https://voteview.com/rollcall/RS0860122,,,,
86,124,Senate,HR7454,mil,N,,Mil Appo HR. 7454. PASSAGE.,https://voteview.com/rollcall/RS0860124,,,,
86,126,Senate,Treaty,treaty,N,,INTERNATIONAL WHEAT AGREEMENT PROVIDING FOR US PARTICIPATION IN A THREE-YEAR EXTENSION OF THE INTERNATIONAL WHEAT AGREEMENT.,https://voteview.com/rollcall/RS0860126,,,,
86,127,Senate,S1928,gov,N,,S. 1928. PROVIDE FOR US PARTICIPATION IN INTER-AMERICAN DEVELOPMENT BANK & AUTHORIZE APPROPRIATION OF $450 MILLION.,https://voteview.com/rollcall/RS0860127,,,,
86,131,Senate,Treaty,treaty,N,,INTERNATIONAL SUGAR AGREEMENT PROVIDING FOR U.S. PARTICIPATION IN INTERNATIONAL SUGAR AGREEMENT.,https://voteview.com/rollcall/RS0860131,,,,
86,142,Senate,HR5674,mil,N,,"HR. 5674. AUTHORIZE $1,225,475 FOR MILITARY CONSTRUCTION IN",https://voteview.com/rollcall/RS0860142,,,,
86,178,Senate,HR8575,mil,N,,"HR. 8575. APPROPRIATE $1,428,178,700 IS FISCAL 1960 FOR CONSTRUCTION AT MILITARY INSTALLATIONS IN U.S. AND ABROAD.",https://voteview.com/rollcall/RS0860178,,,,
86,189,Senate,S1748,gov,N,,S. 1748. EXTEND FOR ONE YEAR THE AGRICULTURAL TRADE DEFELOPMENT & ASSISTANCE ACT. AGRICULTURE AND FORESTRY COMMITTEE AMEND. TO EXTEND FOR THREE YEARS TITLE I AND III.,https://voteview.com/rollcall/RS0860189,,,,
86,201,Senate,HR8609,gov,N,,HR. 8609. PASSAGE OF SENATE VERSION OF HOUSE-PASSED BILL TO EXTEND PL 480.,https://voteview.com/rollcall/RS0860201,,,,
86,210,Senate,S1697,econ,N,,S. 1697. GIVE PRESIDENT AUTHORITY TO APPROVE ECONOMIC AID FOR COMMUNIST-DOMINATED COUNTRIES OTHER THAN SOVIET UNION & THOSE IN THE FAR EAST WHEN IMPORTANT FOR NATIONAL SECURITY,https://voteview.com/rollcall/RS0860210,,,,
86,211,Senate,HR8385,econ,Y,,"HR. 8385. SENATE VERSION OF THE MUTUAL SECURITY APPROPRIATION BILL, APPROPRIATING $3,281,813,000 FOR MUTUAL SECURITY IN FISCAL 1960 AND $410,449,137 FOR VARIOUS FEDERAL AGENCIES. ELLENDER AMEND. TO REDUCE MILITARY ASSISTANCE FUNDS BY $100 MILLION- TO $1.2 BILLION.",https://voteview.com/rollcall/RS0860211,,,,
86,212,Senate,HR8385,econ,N,,HR. 8385. BRIDGES AMEND. TO EARMARK $50 MILLION IN DEFENSE SUPPORT FUNDS FOR SPAIN.,https://voteview.com/rollcall/RS0860212,,,,
86,215,Senate,HR8385,econ,N,,HR. 8385. PASSAGE OF MUTUAL SECURITY AND OTHER AGENCIES' APPROPRIATION BILL.,https://voteview.com/rollcall/RS0860215,,,,
86,223,Senate,Treaty,treaty,N,,"EX. 1, 86TH CONG., 1ST SESS. THE 31-NATION FLORENCE AGREEMENT, PROVIDING FOR DUTY-FREE ENTRY OF EDUCATIONAL, SCIENTIFIC AND CULTURAL MATERIALS.",https://voteview.com/rollcall/RS0860233,,,,
86,294,Senate,S3058,econ,Y,,S. 3058. CHURCH AMEND. TO PLACE A $1.8 BILLION CEILING ON MILITARY ASSISTANCE IN FISCAL 1961.,https://voteview.com/rollcall/RS0860294,,,,
86,295,Senate,S3058,econ,Y,,"S. 3058 GRUENING AMEND. TO REQUIRE THAT NON-MILITARY FLOOD CONTROL, RECLAMATION AND SIMILAR PROJECTS RECEIVING MUTUAL SECURITY AID MEET THE ENGINEERING AND COST STANDARDS OF U.S. WATER PROJECTS.",https://voteview.com/rollcall/RS0860295,,,,
86,296,Senate,S3058,econ,Y,,S. 3058. GRUENING AMEND. TO REQUIRE SEPARATE CONGRESSIONAL AUTHORIZATION FOR EACH PUBLIC WORKS PROJECT THAT WOULD COST $1 MILLION OR MORE IN MUTUAL SECURITY FUNDS.,https://voteview.com/rollcall/RS0860296,,,,
86,299,Senate,S3058,econ,Y,,S. 3058. ELLENDER AMEND. TO LIMIT THE PRESIDENT'S USE OF HIS CONTINGENCY FUND TO SITUATIONS THAT WERE ENTIRELY UNFORESEEN.,https://voteview.com/rollcall/RS0860299,,,,
86,300,Senate,S3058,econ,N,,S. 3058. KUCKEL MOTION TO TABLE A MOTION TO RECONSIDER THE VOTE ON THE ELLENDER AMEND. (NIXON VOTED YEA TO BREAK 44-44 TIE).,https://voteview.com/rollcall/RS0860300,,,,
86,301,Senate,S3058,econ,Y,,S. 3058. LONG AMEND. TO REDUCE THE PROPOSED $175 MILLION AUTHORIZATION FOR THE PRESIDENT'S CONTINGENCY FUND TO $155 MILLION.,https://voteview.com/rollcall/RS0860301,,,,
86,305,Senate,S3058,econ,Y,,"S. 3058. GRUENING AMEND. TO REQUIRE SUBMISSION TO CONGRESS, W/IN 90 DAYS AFTER ENACTMENT OF THE BILL, OF DETAILED COUNTRY-BY-COUNTRY BUDGETS EARMARKING FUNDS FOR DEFENSE SUPPORT, TECHNICAL COOPERATION AND SPECIAL ASSISTANCE.",https://voteview.com/rollcall/RS0860305,,,,
86,307,Senate,HR1510,econ,N,,HR. 11510. HOUSE VERSION OF THE MUTUAL SECURITY ACT OF 1960. PASSAGE AS AMENDED BY SENATE,https://voteview.com/rollcall/RS0860307,,,,
86,339,Senate,HR11998,mil,N,,"HR. 11998. APPROPRIATE $40,514,997,000 FOR THE DEPT. OF DEFENSE FOR FISCAL 1961.",https://voteview.com/rollcall/RS0860339,,,,
86,367,Senate,Treaty,treaty,N,,"EXEC. E, 86TH CONG, 2ND SESS. TREATY OF MUTUAL COOPERATION AND SECURITY BETWEEN THE U.S. AND JAPAN.",https://voteview.com/rollcall/RS0860367,,,,
86,374,Senate,HR12231,mil,N,,"HR. 12231. APPROPRIATE $1,067,227,000 IN FISCAL 1961 FOR CONSTRUCTION OF MILITARY INSTALLATIONS IN THE U.S. AND ABROAD.",https://voteview.com/rollcall/RS0860374,,,,
86,390,Senate,Treaty,treaty,N,,"Antarctic Treaty EXEC. B, 86TH CONG., 2ND SESS. RATIFICATION.",https://voteview.com/rollcall/RS0860390,,,,
86,396,Senate,Treaty,treaty,N,,"EXEC. F, 86TH CONG., 2ND SESS. (TREATY OF FRIENDSHIP AND COMMERCE BETWEEN THE U.S. AND PAKISTAN) AND EXEC G, 86TH CONG, 2ND SESS. (CONVENTION OF ESTABLISHMENT BETWEEN THE U.S. AND FRANCE).",https://voteview.com/rollcall/RS0860396,,,,
86,404,Senate,S3861,econ,N,,S. 3861. AUTHORIZE $500 MILLION TO AID THE SOCIAL DEVELOPMENT AND ECONOMIC GROWTH OF LATIN AMERICA AND $100 MILLION TO AID CHILEAN RECOVERY FROM RECENT EARTHQUAKES.,https://voteview.com/rollcall/RS0860404,,,,
86,405,Senate,S3855,econ,N,,S. 3855. INCREASE BY $100 MILLION THE FISCAL 1961 AUTHORIZATION FOR THE PRESIDENT'S MUTUAL SECURITY CONTINGENCY FUND.,https://voteview.com/rollcall/RS0860405,,,,
86,410,Senate,HR12619,econ,N,,HR. 12619. MUTUAL SECURITY AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL 1961.,https://voteview.com/rollcall/RS0860410,,,,
86,413,Senate,HR13161,econ,N,,HR. 13161. SECOND SUPPLEMENTAL APPROPRIATION ACT FOR FISCAL 1961. COMMITTEE AMENDMENTS PROVIDING $190 MILLION FOR THE MUTUAL SECURITY PROGRAM.,https://voteview.com/rollcall/RS0860413,,,,
87,10,House,HR5463,econ,N,,H.R. 5463. EXTEND THE SUGAR ACT OF 1948 AND DENY DOMINICAN REPUBLIC ANY QUOTA 'BONUS' RESULTING FROM CUBAN ALLOTMENT CUTBACK. RULES SUSPENDED. TWO-THIRDS MAJORITY REQUIRED. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0870010,,,,
87,31,House,HR4614,gov,N,,H.R. 4614. ESTABLISHMENT OF OFFICE OF INTERNATIONAL TRAVEL AND TOURISM. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0870031,,,,
87,42,House,HR6765,gov,N,,H.R. 6765. AUTHORIZE U.S. ACCEPTANCE OF AMENDMENT TO THE CHARTER OF THE INTERNATIONAL FINANCE CORPORATION TO PERMIT IFC TO ACQUIRE CAPITAL STOCK IN PRIVATE COMPANIES IN UNDERDEVELOPED NATIONS. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0870042,,,,
87,50,House,HR7851,mil,N,,H.R. 7851. DEFENSE DEPARTMENT APPROPRIATIONS FOR FISCAL 1962. PASSED.,https://voteview.com/rollcall/RH0870050,,,,
87,62,House,HR8302,mil,N,,H.R. 8302. FISCAL 1962 APPROPRIATIONS FOR MILITARY CONSTRUCTION IN U.S. AND ABROAD. PASSED.,https://voteview.com/rollcall/RH0870062,,,,
87,64,House,S2311,mil,N,,"S. 2311. AUTHORIZE ADDITIONAL APPROPRIATIONS FOR AIRCRAFT, MISSILES AND SHIPS TO MEET POSSIBLE CRISIS IN BERLIN OR ELSEWHERE. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.",https://voteview.com/rollcall/RH0870064,,,,
87,86,House,SCRE34,gov,N,,S. CON. RES. 34. OPPOSE ADMISSION RED CHINA TO U.N. AND U.S. RECOGNITION OF RED CHINA. ADOPTED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0870086,,,,
87,88,House,HR9033,econ,N,,"H.R. 9033. FOREIGN ASSISTANCE APPROPRIATIONS ACT OF 1961. PASSMAN AMENDMENT AS AMENDED BY FORD, INCREASING MILITARY AID APPROPRIATIONS. AGREED TO. YEA SUPPORTS PRESIDENT'S POSITION.",https://voteview.com/rollcall/RH0870088,,,,
87,89,House,HR9033,econ,N,,H.R. 9033. FOREIGN ASSISTANCE APPROPRIATIONS ACT OF 1961. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0870089,,,,
87,99,House,HR7500,gov,N,,H.R. 7500. PEACE CORPS ACT. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0870099,,,,
87,115,House,HR9033,econ,N,,H.R. 9033. FOREIGN ASSISTANCE APPROPRIATIONS ACT FOR FISCAL 1962. CONFERENCE REPORT. AGREED TO. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RH0870115,,,,
87,171,House,S2775,econ,N,,"S. 2775. FUNDS FOR TRUST TERRITORY OF THE PACIFIC ISLANDS, AUTHORIZE ADDITIONAL APPROPRIATION FOR ADMINISTRATION.",https://voteview.com/rollcall/RH0870171,,,,
87,199,House,S2768,gov,Y,,AUTHORIZE THE PRESIDENT TO MATCH UP TO $100 MILLION IN PURCHASES OF U.N. BONDS BY OTHER U.N. MEMBERS. ADAIR MOTION TO RECOMMIT. S. 2768.,https://voteview.com/rollcall/RH0870199,,,,
87,211,House,HR13175,econ,Y,,H.R. 13175. FOREIGN AID APPROPRIATION ACT. RHODES MOTION TO RECOMMIT WITH INSTRUCTIONS TO REDUCE ECONOMIC AID APPROPRIATIONS.,https://voteview.com/rollcall/RH0870211,,,,
87,212,House,HR13175,econ,N,,H.R. 13175. FOREIGN AID APPROPRIATION ACT. PASSAGE.,https://voteview.com/rollcall/RH0870212,,,,
87,165,House,HR11970,econ,Y,,H.R. 11970. TRADE EXPANSION ACT OF 1962. MASON MOTION TO RECOMMIT AND SUBSTITUTE 1 YEAR EXTENSION OF THE EXPIRING TRADE ACT.,https://voteview.com/rollcall/RH0870165,,,,
87,166,House,HR11970,econ,N,,H.R. 11970. TRADE EXPANSION ACT. PASSAGE.,https://voteview.com/rollcall/RH0870166,,,,
87,13,Senate,Treaty,treaty,N,,"EXEC E, 87TH CONGRESS, 1ST SESSION. CONVENTION CREATING THE ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT. TWO-THIRDS MAJORITY REQUIRED. RATIFIED. YEA SUPPORTS PRESIDENT'S POSITION.",https://voteview.com/rollcall/RS0870013,,,,
87,35,Senate,S1215,econ,Y,,S. 1215. 1951 BATTLE ACT. AMEND TO GIVE PRESIDENT DISCRETIONARY AUTHORITY TO PROVIDE ECONOMIC AND FINANCIAL AID TO COUNTRIES OTHER THAN U.S.S.R. OR COMMUNIST FAR EAST. MILLER AMENDMENT TO BAR AID TO COMMUNIST STATES IN DEBT TO UNITED NATIONS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870035,,,,
87,36,Senate,S1215,econ,N,,S. 1215. AMEND 1951 BATTLE ACT TO GIVE PRESIDENT AUTHORITY TO GIVE AID TO COUNTRIES OTHER THAN U.S.S.R. AND COMMUNIST FAR EAST. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870036,,,,
87,37,Senate,Treaty,treaty,N,,"EXEC C, 86TH CONGRESS, 2ND SESSION. INTERNATIONAL CONVENTION FOR PREVENTION OF SEA POLLUTION BY OIL. EXECS H AND I, 87TH CONGRESS, 1ST SESSION. BRAZILIAN EXTRADITION TREATY AND INTERNATIONAL LOAD LINE CONVENTION. RATIFIED EN BLOC. TWO-THIRDS MAJORITY REQUIRED. YEA SUPPORTS PRESIDENT'S POSITION.",https://voteview.com/rollcall/RS0870037,,,,
87,88,Senate,S1154,gov,Y,,S. 1154. 1961 EDUCATIONAL AND CULTURAL EXCHANGE ACT. DIRKSEN MOTION TO RECOMMIT TO FOREIGN RELATIONS COMMITTEE. REJECTED.,https://voteview.com/rollcall/RS0870088,,,,
87,96,Senate,S1154,gov,N,,"S. 1154. EDUCATIONAL AND CULTURAL EXCHANGE ACT, CONSOLIDATING AND EXPANDING EXCHANGE-OF-PERSONS PROGRAMS. PASSED.",https://voteview.com/rollcall/RS0870096,,,,
87,106,Senate,S2311,mil,N,,"S. 2311. AUTHORIZE FUNDS FOR ADDITIONAL AIRCRAFT, MISSILES, AND VESSELS TO MEET POSSIBLE BERLIN CRISIS. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.",https://voteview.com/rollcall/RS0870106,,,,
87,107,Senate,SJRE120,gov,N,,S.J. RES. 120. GIVE PRESIDENT POWER TO CALL UP RESERVES AND EXTEND FOR ONE YEAR TOURS OF SERVICE FOR THOSE ON ACTIVE DUTY TO MEET POSSIBLE BERLIN CRISIS. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870107,,,,
87,108,Senate,SCRE34,gov,N,,S. CON. RES. 34. STATE SENSE OF CONGRESS IN OPPOSITION TO ADMISSION OF COMMUNIST CHINA TO U.N. AND U.S. RECOGNITION OF COMMUNIST CHINA. ADOPTED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870108,,,,
87,126,Senate,HR7851,mil,N,,HR 7851. FISCAL 1962 DEFENSE APPROPRIATIONS. PASSED.,https://voteview.com/rollcall/RS0870126,,,,
87,130,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT OF 1961. BYRD AMENDMENT REQUIRING ANNUAL APPROPRIATION FOR DEVELOPMENT LOAN FUND. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870130,,,,
87,133,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. ELLENDER AMENDMENT REDUCING MILITARY ASSISTANCE FOR FISCAL YEARS 1962 AND 1963 BY $500 MILLION. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870133,,,,
87,134,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. LAUSCHE AMENDMENT REDUCING BORROWING AUTHORIZATION FOR FISCAL YEARS 1962-1966. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION,https://voteview.com/rollcall/RS0870134,,,,
87,135,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. ELLENDER AMENDMENT LIMITING U. S. CONTRIBUTION TO U. N. CONGO OPERATIONS TO 40 PERCENT OF TOTAL COST. REJECTED.,https://voteview.com/rollcall/RS0870135,,,,
87,136,Senate,S1983,econ,N,,S. 1983. 1961 FOREIGN ASSISTANCE ACT. FULBRIGHT AMENDMENT SETTING DEVELOPMENT LOAN FUND INTEREST RATE CEILING. ADOPTED.,https://voteview.com/rollcall/RS0870136,,,,
87,137,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. ELLENDER AMENDMENT TO REDUCE DEVELOPMENT LOAN FUND BORROWING AUTHORIZATION FOR FISCAL YEARS 1963-1966. AGREED TO. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870137,,,,
87,138,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. ELLENDER AMENDMENT TO REDUCE MILITARY ASSISTANCE AUTHORIZATION FOR FISCAL YEARS 1962-1963. AGREED TO. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870138,,,,
87,139,Senate,S1983,econ,Y,,"S. 1983. FOREIGN ASSISTANCE ACT. CAPEHART AMENDMENT REQUIRING THAT ANY EQUIPMENT, PROPERTY, OR ENGINEERING SERVICE NOT PURCHASED IN COUNTRY OF PROJECT BE PURCHASED IN U.S. REJECTED.",https://voteview.com/rollcall/RS0870139,,,,
87,140,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. CHURCH AMENDMENT TO END MILITARY GRANTS TO EUROPE EXCEPT IF PRESIDENT DECLARES A NATIONAL EMERGENCY OR IF A COUNTRY'S PURCHASING MILITARY EQUIPMENT AND SUPPLIES ON ITS OWN WOULD CAUSE UNDUE BURDEN ON THE COUNTRY CONCERNED. REJECTED.,https://voteview.com/rollcall/RS0870140,,,,
87,141,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. CAPEHART AMENDMENT REDUCING DEVELOPMENT LOAN FUND BORROWING AUTHORIZATION FROM FIVE TO THREE YEARS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870141,,,,
87,142,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. CAPEHART AMENDMENT EARMARKING 30 PERCENT OF ALL DEVELOPMENT LOAN FUNDS FOR PRIVATE ENTERPRISE. REJECTED.,https://voteview.com/rollcall/RS0870142,,,,
87,145,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. PROUTY AMENDMENT REQUIRING GRANTS OVER $5 MILLION TO BE APPROVED BY CONGRESS. REJECTED.,https://voteview.com/rollcall/RS0870145,,,,
87,146,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. BRIDGES AMENDMENT BARRING AID TO COUNTRIES EXPORTING ARMS AND STRATEGIC MATERIALS TO SOVIET-CONTROLLED NATIONS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870146,,,,
