congress,chamber,rollnumber,type_1,type_2,reverse_vote,bill_number,dtl_desc
84,Senate,58,mil,appropriations,N,HR6042,Hr. 6042. Fiscal 1956 Defense Appropriations. Three Symington Amendments To Increase Marine Corps Funds By $46 Million. Considered En Bloc. Passed.
84,House,59,econ,security-military,N,S2090,Mutual Security Act Of 1955. Conference Report. Adopted
84,House,60,econ,nonmilitary,N,HR7224,Appropriations. Mutual Sec
84,Senate,60,mil,appropriations,N,HR6042,Hr. 6042. Fiscal 1956 Defense Appropriations. Passed.
84,Senate,68,mil,appropriations,Y,HR7000,"Hr. 7000. Provide For The Strengthening Of Reserve Forces. Jenner Amendment Barring Service Of Armed Forces, Including Reserves, In Countries Which Have Treaty With U.S. Authorizing Criminal Jurisdiction Of The Country Over Such Personnel. Rejected."
84,Senate,69,mil,appropriations,N,HR7000,Hr. 7000. Reserve Forces. Passage.
84,Senate,71,econ,security-military,N,HR7224,Hr. 7224. Mutual Security Appropriations For Fiscal 1956. Committee Amendment To Increase Military Assistance Funds By $420 Million. Adopted.
84,Senate,72,econ,security-military,Y,HR7224,Hr. 7224. Mutual Security Appropriations For Fiscal 1956. Ellender Amendment To Reduce By $21 Million Funds For Asian Defense Support. Rejected.
84,Senate,73,econ,security-military,Y,HR7224,Hr. 7224. Mutual Security Appropriations For Fiscal 1956. Ellender Amendment To Reduce By $207 Million Funds For Asian Defense Support. Rejected.
84,Senate,75,econ,nonmilitary,N,HR7224,Hr. 7224. Mutual Security Appropriations For Fiscal 1956. Committee Amendment To Increase By $50 Million Asian Economic Development Funds. Adopted.
84,Senate,76,econ,security-military,N,HR7224,Hr. 7224. Mutual Security Appropriations For Fiscal 1956. Passed.
84,Senate,77,gov,treaty,N,,"Exec E, 84th Congress, 1st Session. Treaty Of Friendhip, Commerce, And Navigation With West Germany. Two-thirds Majority Required. Ratified."
84,House,79,mil,appropriations,N,HR7993,Appropriations Navy Ship Building
84,Senate,81,gov,treaty,N,,"Exec F, 84th Congress, 1st Session. Panama Mutual Understanding Treaty. Promote Understanding And Modify Commercial And Financial Privileges Between U. S. And Panama. Two-thirds Majority Required. Agreed To."
84,Senate,88,gov,treaty,N,,"Exec F, 83rd Congress, 2nd Session, And Exec P, 82nd Congress, 2nd Session. (f) Convention On Slavery. Transfer To United Nations And International Court Of Justice Functions Formerly Assigned To The League Of Nations And Permanent Court Of International Justice. (p) Tariff Publication Convention. Increase U. S. Contribution To The International Bureau For The Publication Of Customs Tariffs. Two-thirds Majority Required. Ratified."
84,House,91,mil,construction,N,HR9893,2b Mil Construction
84,Senate,97,gov,treaty,N,,"Exec Q, 83rd Congress, 1st Session. Treaty On Importing Trad Samples. Relax Rules On Importation Of Sample Goods. Two-thirds Majority Required. Ratified"
84,House,101,mil,appropriations,N,HR10986,1957 Defenseappropriations.
84,House,108,econ,security-military,N,HR11356,Mutual Security Act Of 1956. Authorize $3.6 Billion For Mutual Security Program And Extend For One Year. Passed.
84,House,128,econ,security-military,N,HR12130,"Foreign Aid Appropriations. Appropriations For Mutual Security Program For Fiscal Year Ending June, 1957. Passed."
84,Senate,138,gov,supranational,Y,SJRE97,S.J.Res. 97. Amend Laws Providing For U.S. Membership In Food And Agriculture Organization And International Labor Organization. Amendment Limiting Funds Appropriated If Any Communist Nation Were To Be Permitted To Vote In Any Ilo Conference That Year. Agreed To.
84,Senate,172,mil,appropriations,Y,HR10986,Hr. 10986. Defense Appropriations For Fiscal 1957. Amendment Reducing Funds For Aircraft And Air Force Operations. Rejected.
84,Senate,173,mil,appropriations,Y,HR10986,Hr. 10986. Defense Appropriations. Amendment Increasing Funds For Aircraft And Related Procurement. Adopted.
84,Senate,174,mil,appropriations,N,HR10986,Hr. 10986. Defense Appropriations For Fiscal 1957. Passed.
84,Senate,176,econ,security-military,Y,HR11356,"Hr. 11356. Foreign Aid. Amendment Making Continued Aid To Yugoslavia Conditional On The President's Finding That That Nation Is Not Part Of Communist World Conspiracy, And His Reporting Reasons For Continued Aid To Congress. Adopted."
84,Senate,177,econ,security-military,Y,HR11356,Hr. 11356. Foreign Aid. Amendment To Cut Off All Aid To Yugoslavia. Rejected.
84,Senate,178,econ,unspecified,Y,HR11356,Hr. 11356. Foreign Aid. Amendment To Reduce Total Authorization. Rejected.
84,Senate,180,econ,unspecified,Y,HR11356,Hr. 11356. Foreign Aid. Amendment To Establish Commission To Investigate Foreing Aid Programs. Rejected.
84,Senate,181,econ,nonmilitary,Y,HR11356,Hr. 11356. Foreign Aid. Amendment To Suspend Aid To Countries Shipping Foods Embargoed By U.S. To Soviet Bloc. Rejected.
84,Senate,182,econ,security-military,Y,HR11356,Hr. 11356. Foreign Aid. Amendment To Direct Executive Branch To Furnish Any Information On The Mutual Security Program Requested By Congress. Rejected.
84,Senate,183,econ,nonmilitary,Y,HR11356,Hr. 11356. Foreign Aid. Amendment To Reduce Development Assistance And Technical Cooperation Funds To India. Rejected.
84,Senate,184,econ,security-military,N,HR11356,Mutual Security Act Of 1956.
84,Senate,189,gov,treaty,N,,"Exec I, 84th Congress, 2d Session. Provide For Participation Of U.S. In International Wheat Agreement,"
84,Senate,190,gov,treaty,N,,"Execs E, G, And H, 84th Congress, 2nd Session. Friendship And Commerce And Treaties With Iran, Nicaragua, And The Netherlands. Two-thirds Majority Required. Ratified En Bloc."
84,Senate,203,econ,security-military,Y,HR12130,Hr. 12130. Foreign Aid Appropriations For Fiscal 1957. Amendment Reducing Military Assistance To $1.7 Billion. Rejected.
84,Senate,204,econ,security-military,Y,HR12130,Hr. 12130. Foreign Aid Appropriations. Amendment Reducing Military Assistance To $2 Billion. Rejected.
84,Senate,205,econ,security-military,Y,HR12130,Hr 12130. Foreign Aid Appropriations. Amendment Reducing Military Assistance To $2.1 Billion. Rejected.
84,Senate,206,econ,security-military,N,HR12130,Hr. 12130. Foreign Aid Appropriations. Committee Amendment To Increase Military Assistance From $1.7 To $2.3 Billion. Agreed To.
84,Senate,207,econ,nonmilitary,Y,HR12130,"Hr. 12130. Foreign Aid Appropriations. Four Amendments To Reduce Defense Support Funds For Europe, The Near East, Africa, And Asia, And To Reduce Development Assistance Funds. Rejected En Bloc."
84,Senate,208,econ,nonmilitary,N,HR12130,Hr. 12130. Foreign Aid Appropriations. Committee Amendments Increasing Defense Support And Development Assistance Funds. Agreed To.
84,Senate,210,econ,security-military,Y,HR12130,"Hr. 12130. Foreign Aid Appropriations, Fiscal 1957. Amendment To Bar Use Of Funds For Military Equipment To Yugoslavia Except To Maintain Equipment Previously Furnished. Agreed To"
84,Senate,211,econ,nonmilitary,N,HR12130,Hr. 12130. Fiscal 1957 Foreign Aid Appropriations. Passed.
84,Senate,212,gov,national,N,HCRE265,H.Con.Res. 265. Express Sense Of Congress Aginst Admitting Red China As The Representative Of China To The U.N. Adopted.
85,House,3,gov,national,N,HJRE117,Eisenhower Mid-east Doctrine Authorizing The President To Undertake A Program Of Economic Cooperation With Middle Eastern Nations In Order To Combat Communism. Passed. Yea Supports President's Position.
85,House,28,gov,national,N,SJRE72,Approve Amendment To Anglo-american Financial Agreement Of 1945 To Allow British To Postpone Seven Repayments On Loans From U. S. Passed. Yea Supports President's Position.
85,House,30,econ,nonmilitary,Y,HR6871,"Fiscal 1958 Appropriations For State And Justice Departments, The Judiciary And U.S. Information Agency. Amendment To Cut Funds Provided For International Organizations. Rejected. Nay Supports President's Position."
85,House,38,mil,appropriations,Y,HR7665,Hr 7665. Fiscal 1958 Appropriations For Department Of Defense. Motion To Recommit With Instructions. Rejected. Yea Supports President's Position.
85,House,39,mil,appropriations,N,HR7665,Fiscal 1958 Appropriations For Department Of Defense. Passed.
85,House,53,econ,security-military,Y,S2130,Mutual Security Act Of 1957. Motion To Recommit To Foreign Affairs Committee With Instructions To Delete Provision For Creation Of Development Loan Fund. Rejected. Nay Supports President's Position.
85,House,54,econ,security-military,N,S2130,S 2130. Mutual Security Act Of 1957. Passed. Yea Supports President's Position
85,House,65,gov,national,N,HR6709,Authorize Land Grant To Republic Of Panama With A Committee Amendment Deleting A Provision That An Increase In Annuity To Panama Be Paid By The Panama Canal Company. Suspension Of Rules. Two-thirds Majority Required. Passed.
85,House,70,gov,national,N,HR8992,Us Par In Inter Atomic Energy Agency
85,House,79,econ,security-military,N,S2130,1957 Mutual Sec Act
85,House,81,econ,security-military,Y,HR9302,Hr 9302. Mutual Security Fiscal 1958 Appropriations. Judd Motion To Recommit With Instructions To Cut. Rejected. Yea Supports President's Position.
85,House,82,econ,security-military,N,HR9302,Hr 9302. Fiscal 1958 Mutual Security Appropriations. Passed.
85,House,100,econ,security-military,N,HR9302,Fiscal 1958 Mutual Security Appropriation Bill
85,House,101,mil,construction,N,HR9739,"Hr 9739. Authorize Air Force Construction Work On Air Warning Systems Sac Faciliti Es, And Three Icbm Bases, And Authorize An Advance Research Projects Agency Within Defense Department. Passed. Yea Supports President's Position."
85,House,104,mil,appropriations,N,HR10146,Fiscal 1958 Supplemental Defense Appropriation For Accelerated Missile Defense Program. Passed. Yea Supports President's Position.
85,House,112,mil,appropriations,N,SCRE69,S Con Res 69. Request President To Accelerate Spending Of Funds For Military Projects As Anti-recession Measure. Twothirds Majority Required. Adopted.
85,House,117,mil,appropriations,N,HRE507,H Res 507. Open Rule For Consideration Of Hr 11470. Military Pay Increase Bill. Adopted. Yea Supports President's Position.
85,House,118,mil,appropriations,N,HR11470,Hr 11470. Bill To Raise Pay Of Military Personnel Except Privates. Passed. Yea Supports President's Position.
85,House,131,econ,security-military,N,HR12181,"Mutual Security Act Of 1958. Passage Of $2,958,900,000 Authorization Bill. Yea Supports President's Position."
85,House,138,mil,appropriations,N,HR12738,Hr 12738. Defense Appropriations Bill For Fiscal 1959. Amendment To Provide Additional $99 Million For Department Of Army. Accepted. Nay Supports President's Position.
85,House,139,mil,appropriations,N,HR12738,Defense Appropriations Bill For Fiscal 1959. Passed.
85,House,146,gov,national,N,HR12761,"Hr 12761. Amend Atomic Energy Act Of 1954, Authorizing Transfer Of Information And Material To Allied Nations, Pursuant To Cooperation Agreements Subject To Congressional Veto. Passed. Yea Supports President's Position."
85,House,151,econ,security-military,Y,HR12181,Hr 12181. Mutual Security Act Of 1958. Motion To Recommit Conference Report Authorizing Foreign Aid Funds. Rejected. Nay Supports President's Position.
85,House,155,econ,security-military,N,HR13192,Hr 13192. Mutual Security Appropriations For Fiscal 1959. Motion To Recommit With Instructions To Increase Defense Funds By $75 Million. Rejected. Yea Supports President's Position.
85,House,156,econ,security-military,N,HR13192,Mutual Security Appropriations For Fiscal 1959. Passed. Yea Supports President's Position.
85,House,158,mil,construction,N,HR13015,Authorize Fiscal 1959 Funds For Military Construction. Passed
85,House,170,mil,construction,N,HR13015,Hr 13015. Authorization Of Funds For Military Construction In Fiscal 1959. Conference Report. Adopted.
85,House,189,mil,appropriations,N,SCRE109,Un Consider Perm Ob And Patrol Force
85,House,192,mil,construction,N,HR13489,Mil Constr Appropriations
86,House,4,mil,draft,N,HR2260,Extend Draft 4 Years
86,House,13,gov,supranational,N,HR4452,Increase U.S. Subscriptions To International Monetary Fund And World Bank And Make Funds Authorized To Imf Available In Fiscal 1959. Passed. Yea Supports President's Position.
86,House,15,mil,construction,N,HR5674,1960 Mil Const
86,House,28,mil,appropriations,N,HR7454,Appropriations For Department Of Defense For Fiscal 1960. Passed.
86,House,53,econ,security-military,N,HR7500,Mutual Security Act Of 1959. Conference Report Authorizing Fiscal 1960 Foreign Aid Funds. Adopted. Yea Supports President's Position.
86,House,55,gov,supranational,N,HR7072,Provide For U.S. Participation In Inter-american Development Bank And Authorize Funds For That Purpose. Passed. Yea Supports President's Position.
86,House,63,gov,supranational,N,HCRE369,"Oppose Red China In Un, 86th Congress"
86,House,86,econ,security-military,N,HR8385,Fiscal 1960 Mutual Security Appropriations Bill. Conference Report. Adopted. Yea Supports President's Position
86,House,97,mil,construction,N,HR10777,1.03b Mil Const
86,House,127,econ,security-military,N,HR11510,Mutual Security Act Of 1960. Adoption Of Conference Report
86,House,148,econ,security-military,N,HR12619,Aid
86,House,159,gov,supranational,N,HR11001,Provide For U.S. Participation In The International Development Assn. And Authorize A U.S. Subscription Of $320290000.
86,House,161,mil,appropriations,N,HR11998,"Appropriate $3999 6,608,000 To Dept. Of Defense For Fiscal 1961. Adoption Of Conference Report."
86,House,179,econ,security-military,N,HR13161,Add 65m Mutual Sec Aid
87,House,21,econ,nonmilitary,N,HR6518,Appropriate $500 Million For Inter-american Social And Economic Cooperation Program And $100 Million For Chilean Reconstruction And Rehabilitation Program. Passed. Yea Supports President's Position.
87,House,29,gov,national,N,HRE284,Provide Open Rule For Debate On H.R. 4614 Establishing Agency To Encourage Foreign Residents To Travel In U.S. Rule Adopted. Yea Supports President's Position.
87,House,30,gov,supranational,N,HCRE226,Oas Sanctions Against Cuba
87,House,32,mil,appropriations,N,S1852,Buy Aircraft Missiles And Ships
87,House,43,econ,security-military,N,HR7712,"Fourth Supplemental Appropriations Bill For Fiscal 1961. Funds For Departments Of State, Justice, Treasury, And Defense Includ Ing State Department Funds Committed To Pay U.S. Assessment For U.N. Action In Congo. Passage."
87,House,63,gov,national,N,SJRE120,Pres Auth To Call Up Reserves Berlin Crisis
87,House,68,econ,security-military,N,HR7728,Authorize Secretary Of A Military Department To Sell Supplies Or Services To Owner Of Aircraft In An Emergency Or When Such Sales Would Be Advantageous To U.S. Passed.
